"Airline","Date_of_Journey","Source","Destination","Dep_Time","Duration","Total_Stops","Price"
"IndiGo","2019-03-04","Banglore","Delhi","08:30:00",170,"non-stop",4823
"IndiGo","2019-03-04","Kolkata","Banglore","11:30:00",155,"non-stop",4174
"SpiceJet","2019-03-04","Kolkata","Banglore","06:55:00",155,"non-stop",3841
"SpiceJet","2019-03-04","Mumbai","Hyderabad","05:45:00",90,"non-stop",2017
"Air India","2019-03-04","Banglore","Delhi","06:10:00",165,"non-stop",4441
"Air Asia","2019-03-04","Banglore","Delhi","04:55:00",170,"non-stop",4282
"GoAir","2019-03-04","Delhi","Cochin","10:35:00",540,"1 stop",5135
"IndiGo","2019-03-04","Delhi","Cochin","14:20:00",195,"non-stop",4729
"SpiceJet","2019-03-04","Kolkata","Banglore","09:00:00",145,"non-stop",3873
"SpiceJet","2019-03-04","Banglore","Delhi","21:10:00",175,"non-stop",3971
"Jet Airways","2019-03-04","Banglore","Delhi","06:00:00",165,"non-stop",7229
"IndiGo","2019-03-04","Delhi","Cochin","05:35:00",195,"non-stop",4729
"SpiceJet","2019-03-04","Kolkata","Banglore","17:10:00",150,"non-stop",3841
"Air Asia","2019-03-04","Kolkata","Banglore","22:50:00",150,"non-stop",3807
"Jet Airways","2019-03-04","Mumbai","Hyderabad","07:05:00",85,"non-stop",8040
"Air India","2019-03-04","Banglore","Delhi","21:05:00",170,"non-stop",4441
"Jet Airways","2019-03-04","Banglore","Delhi","18:55:00",185,"non-stop",4544
"Jet Airways","2019-03-04","Delhi","Cochin","02:15:00",1570,"1 stop",5177
"GoAir","2019-03-04","Delhi","Cochin","07:25:00",370,"1 stop",4106
"IndiGo","2019-03-04","Delhi","Cochin","07:35:00",275,"1 stop",5073
"IndiGo","2019-03-04","Delhi","Cochin","21:05:00",195,"non-stop",5021
"IndiGo","2019-03-04","Mumbai","Hyderabad","16:55:00",90,"non-stop",3175
"SpiceJet","2019-03-04","Kolkata","Banglore","15:05:00",315,"1 stop",4649
"IndiGo","2019-03-04","Banglore","Delhi","01:30:00",165,"non-stop",3419
"IndiGo","2019-03-04","Banglore","Delhi","13:00:00",170,"non-stop",4077
"Jet Airways","2019-03-04","Mumbai","Hyderabad","02:55:00",85,"non-stop",5678
"Jet Airways","2019-03-04","Mumbai","Hyderabad","02:55:00",85,"non-stop",2228
"SpiceJet","2019-03-04","Banglore","Delhi","05:55:00",160,"non-stop",3971
"Air India","2019-03-04","Mumbai","Hyderabad","06:20:00",80,"non-stop",3100
"IndiGo","2019-03-04","Mumbai","Hyderabad","19:05:00",90,"non-stop",2754
"Jet Airways","2019-03-04","Mumbai","Hyderabad","10:20:00",90,"non-stop",3205
"IndiGo","2019-03-04","Mumbai","Hyderabad","02:35:00",90,"non-stop",2754
"GoAir","2019-03-04","Banglore","Delhi","20:55:00",165,"non-stop",4239
"Vistara","2019-03-04","Banglore","Delhi","11:30:00",170,"non-stop",5403
"Jet Airways","2019-03-04","Banglore","Delhi","15:15:00",175,"non-stop",4544
"IndiGo","2019-03-04","Banglore","Delhi","18:55:00",175,"non-stop",4823
"Vistara","2019-03-04","Banglore","Delhi","09:45:00",170,"non-stop",5403
"SpiceJet","2019-03-04","Delhi","Cochin","08:45:00",270,"1 stop",4098
"IndiGo","2019-03-04","Banglore","Delhi","00:30:00",175,"non-stop",3419
"Air India","2019-03-04","Kolkata","Banglore","09:10:00",1555,"2 stops",4647
"Jet Airways","2019-03-04","Banglore","Delhi","11:10:00",175,"non-stop",4544
"Air Asia","2019-03-05","Banglore","Delhi","04:55:00",170,"non-stop",6181
"SpiceJet","2019-03-05","Banglore","Delhi","21:10:00",175,"non-stop",4991
"SpiceJet","2019-03-05","Banglore","Delhi","05:55:00",160,"non-stop",3625
"IndiGo","2019-03-05","Kolkata","Banglore","04:40:00",155,"non-stop",4804
"SpiceJet","2019-03-05","Mumbai","Hyderabad","13:15:00",90,"non-stop",1965
"Vistara","2019-03-05","Banglore","Delhi","07:00:00",160,"non-stop",4668
"IndiGo","2019-03-05","Chennai","Kolkata","19:35:00",140,"non-stop",3597
"Jet Airways","2019-03-05","Banglore","Delhi","11:10:00",175,"non-stop",4030
"IndiGo","2019-03-05","Banglore","Delhi","07:10:00",175,"non-stop",4823
"GoAir","2019-03-05","Banglore","Delhi","20:55:00",165,"non-stop",4239
"IndiGo","2019-03-05","Banglore","Delhi","00:30:00",175,"non-stop",3943
"Vistara","2019-03-05","Chennai","Kolkata","07:05:00",135,"non-stop",3687
"SpiceJet","2019-03-05","Kolkata","Banglore","17:10:00",150,"non-stop",3841
"SpiceJet","2019-03-05","Kolkata","Banglore","06:55:00",155,"non-stop",3841
"IndiGo","2019-03-05","Chennai","Kolkata","07:55:00",140,"non-stop",3850
"SpiceJet","2019-03-05","Chennai","Kolkata","17:45:00",140,"non-stop",3597
"Jet Airways","2019-03-05","Mumbai","Hyderabad","07:05:00",85,"non-stop",4995
"IndiGo","2019-03-05","Banglore","Delhi","06:05:00",165,"non-stop",3943
"Air India","2019-03-05","Kolkata","Banglore","14:15:00",150,"non-stop",5510
"IndiGo","2019-03-05","Chennai","Kolkata","22:05:00",140,"non-stop",5277
"Vistara","2019-03-05","Banglore","Delhi","21:00:00",170,"non-stop",5613
"Air Asia","2019-03-05","Kolkata","Banglore","10:20:00",155,"non-stop",4409
"Jet Airways","2019-03-05","Banglore","Delhi","18:55:00",185,"non-stop",6144
"IndiGo","2019-03-05","Mumbai","Hyderabad","06:25:00",90,"non-stop",4049
"Jet Airways","2019-03-05","Banglore","Delhi","08:20:00",180,"non-stop",7229
"SpiceJet","2019-03-05","Mumbai","Hyderabad","22:45:00",90,"non-stop",2227
"Air Asia","2019-03-05","Kolkata","Banglore","19:55:00",150,"non-stop",5989
"Jet Airways","2019-03-05","Banglore","Delhi","19:50:00",180,"non-stop",7229
"IndiGo","2019-03-05","Banglore","Delhi","21:15:00",180,"non-stop",3943
"Vistara","2019-03-05","Banglore","Delhi","17:00:00",155,"non-stop",5613
"Jet Airways","2019-03-05","Banglore","Delhi","06:00:00",165,"non-stop",7229
"Air India","2019-03-05","Banglore","Delhi","13:20:00",170,"non-stop",6121
"Jet Airways","2019-03-05","Banglore","Delhi","08:20:00",180,"non-stop",5198
"Air India","2019-03-05","Banglore","Delhi","21:05:00",170,"non-stop",6121
"IndiGo","2019-03-05","Kolkata","Banglore","11:30:00",155,"non-stop",5224
"Air India","2019-03-05","Kolkata","Banglore","20:45:00",155,"non-stop",4145
"Vistara","2019-03-05","Banglore","Delhi","11:30:00",170,"non-stop",4668
"IndiGo","2019-03-05","Banglore","Delhi","18:25:00",175,"non-stop",4823
"Jet Airways","2019-03-05","Banglore","Delhi","15:15:00",175,"non-stop",4544
"SpiceJet","2019-03-05","Chennai","Kolkata","17:45:00",140,"non-stop",3543
"Jet Airways","2019-03-05","Banglore","Delhi","07:10:00",180,"non-stop",7229
"IndiGo","2019-03-05","Kolkata","Banglore","21:25:00",160,"non-stop",4804
"IndiGo","2019-03-05","Kolkata","Banglore","17:15:00",155,"non-stop",4804
"Air Asia","2019-03-05","Banglore","Delhi","11:10:00",165,"non-stop",4483
"IndiGo","2019-03-05","Kolkata","Banglore","14:25:00",150,"non-stop",5224
"IndiGo","2019-03-05","Kolkata","Banglore","20:20:00",155,"non-stop",4804
"IndiGo","2019-03-05","Mumbai","Hyderabad","20:05:00",95,"non-stop",2754
"IndiGo","2019-03-05","Mumbai","Hyderabad","02:35:00",90,"non-stop",2754
"IndiGo","2019-03-05","Mumbai","Hyderabad","21:20:00",90,"non-stop",2437
"SpiceJet","2019-03-05","Chennai","Kolkata","08:20:00",135,"non-stop",3597
"Air India","2019-03-05","Banglore","Delhi","10:00:00",165,"non-stop",6121
"IndiGo","2019-03-05","Banglore","Delhi","18:55:00",175,"non-stop",4823
"Jet Airways","2019-03-05","Banglore","Delhi","19:50:00",180,"non-stop",6144
"IndiGo","2019-03-05","Kolkata","Banglore","15:30:00",155,"non-stop",4804
"Jet Airways","2019-03-05","Banglore","Delhi","17:45:00",180,"non-stop",7229
"Vistara","2019-03-05","Chennai","Kolkata","17:45:00",140,"non-stop",11982
"IndiGo","2019-03-05","Banglore","Delhi","01:30:00",165,"non-stop",3943
"IndiGo","2019-03-05","Banglore","Delhi","23:30:00",170,"non-stop",4591
"Air India","2019-03-05","Mumbai","Hyderabad","21:05:00",80,"non-stop",3100
"SpiceJet","2019-03-05","Chennai","Kolkata","09:45:00",135,"non-stop",3859
"Air India","2019-03-05","Mumbai","Hyderabad","15:00:00",85,"non-stop",3100
"IndiGo","2019-03-05","Mumbai","Hyderabad","09:10:00",90,"non-stop",5755
"Air Asia","2019-03-05","Banglore","Delhi","23:55:00",170,"non-stop",4483
"IndiGo","2019-03-05","Chennai","Kolkata","11:35:00",145,"non-stop",4332
"IndiGo","2019-03-05","Banglore","Delhi","16:55:00",180,"non-stop",4823
"Air India","2019-03-05","Banglore","Delhi","06:10:00",165,"non-stop",5228
"IndiGo","2019-03-05","Banglore","Delhi","22:10:00",170,"non-stop",4284
"IndiGo","2019-03-05","Banglore","Delhi","04:00:00",170,"non-stop",3943
"SpiceJet","2019-03-05","Kolkata","Banglore","09:00:00",145,"non-stop",3841
"SpiceJet","2019-03-05","Mumbai","Hyderabad","13:15:00",90,"non-stop",2017
"GoAir","2019-03-05","Banglore","Delhi","07:45:00",175,"non-stop",3898
"SpiceJet","2019-03-05","Mumbai","Hyderabad","05:45:00",90,"non-stop",1965
"IndiGo","2019-03-05","Kolkata","Banglore","22:15:00",155,"non-stop",4804
"SpiceJet","2019-03-05","Kolkata","Banglore","09:00:00",145,"non-stop",3873
"IndiGo","2019-03-05","Banglore","Delhi","20:00:00",170,"non-stop",4823
"Jet Airways","2019-03-05","Banglore","Delhi","11:10:00",175,"non-stop",7229
"IndiGo","2019-03-05","Banglore","Delhi","10:10:00",170,"non-stop",3943
"IndiGo","2019-03-05","Chennai","Kolkata","14:45:00",140,"non-stop",3858
"Jet Airways","2019-03-05","Mumbai","Hyderabad","10:20:00",90,"non-stop",4995
"SpiceJet","2019-03-05","Kolkata","Banglore","22:20:00",140,"non-stop",3873
"IndiGo","2019-03-05","Banglore","Delhi","08:30:00",170,"non-stop",4823
"Air India","2019-03-05","Chennai","Kolkata","11:40:00",135,"non-stop",4667
"SpiceJet","2019-03-05","Chennai","Kolkata","08:20:00",135,"non-stop",3543
"SpiceJet","2019-03-05","Banglore","Delhi","09:30:00",170,"non-stop",4423
"GoAir","2019-03-05","Banglore","Delhi","11:40:00",170,"non-stop",3898
"Jet Airways","2019-03-05","Mumbai","Hyderabad","02:55:00",85,"non-stop",5678
"SpiceJet","2019-03-05","Kolkata","Banglore","06:55:00",155,"non-stop",3873
"IndiGo","2019-03-05","Chennai","Kolkata","05:15:00",145,"non-stop",3850
"IndiGo","2019-03-05","Chennai","Kolkata","13:15:00",140,"non-stop",3597
"Jet Airways","2019-03-05","Mumbai","Hyderabad","10:20:00",90,"non-stop",8040
"SpiceJet","2019-03-06","Kolkata","Banglore","06:55:00",155,"non-stop",3873
"SpiceJet","2019-03-06","Delhi","Cochin","17:55:00",295,"1 stop",5409
"Jet Airways","2019-03-06","Delhi","Cochin","05:30:00",810,"2 stops",10368
"IndiGo","2019-03-06","Kolkata","Banglore","20:25:00",165,"non-stop",4804
"Multiple carriers","2019-03-06","Delhi","Cochin","16:00:00",570,"1 stop",13377
"Jet Airways","2019-03-06","Delhi","Cochin","18:15:00",610,"1 stop",14714
"IndiGo","2019-03-06","Chennai","Kolkata","05:15:00",145,"non-stop",3540
"Jet Airways","2019-03-06","Delhi","Cochin","05:30:00",810,"2 stops",13014
"Air India","2019-03-06","Delhi","Cochin","05:15:00",2280,"3 stops",10493
"Jet Airways","2019-03-06","Delhi","Cochin","09:35:00",1620,"2 stops",13292
"IndiGo","2019-03-06","Banglore","Delhi","04:00:00",170,"non-stop",3943
"Air India","2019-03-06","Delhi","Cochin","19:00:00",760,"1 stop",8372
"Jet Airways","2019-03-06","Delhi","Cochin","14:35:00",1320,"2 stops",10919
"Jet Airways","2019-03-06","Delhi","Cochin","16:00:00",1235,"1 stop",10262
"IndiGo","2019-03-06","Chennai","Kolkata","14:45:00",140,"non-stop",3597
"Jet Airways","2019-03-06","Delhi","Cochin","13:00:00",360,"1 stop",14714
"Jet Airways","2019-03-06","Delhi","Cochin","09:00:00",1655,"1 stop",10262
"IndiGo","2019-03-06","Delhi","Cochin","02:00:00",345,"1 stop",6386
"Jet Airways","2019-03-06","Delhi","Cochin","17:30:00",655,"1 stop",10262
"Jet Airways","2019-03-06","Delhi","Cochin","11:00:00",195,"non-stop",7202
"Multiple carriers","2019-03-06","Delhi","Cochin","11:30:00",465,"1 stop",14848
"IndiGo","2019-03-06","Chennai","Kolkata","07:55:00",140,"non-stop",3850
"Jet Airways","2019-03-06","Delhi","Cochin","08:00:00",660,"1 stop",14924
"Air India","2019-03-06","Delhi","Cochin","19:45:00",1410,"2 stops",10441
"Jet Airways","2019-03-06","Delhi","Cochin","02:15:00",620,"1 stop",14714
"Jet Airways","2019-03-06","Delhi","Cochin","02:15:00",1570,"1 stop",11627
"Jet Airways","2019-03-06","Delhi","Cochin","16:00:00",745,"1 stop",10262
"Jet Airways","2019-03-06","Delhi","Cochin","09:40:00",1615,"2 stops",10368
"Air India","2019-03-06","Delhi","Cochin","21:00:00",640,"1 stop",8372
"Vistara","2019-03-06","Banglore","Delhi","19:30:00",165,"non-stop",4878
"Jet Airways","2019-03-06","Delhi","Cochin","18:15:00",610,"1 stop",10262
"Vistara","2019-03-06","Chennai","Kolkata","07:05:00",135,"non-stop",3687
"Jet Airways","2019-03-06","Delhi","Cochin","22:50:00",335,"1 stop",14714
"Jet Airways","2019-03-06","Banglore","Delhi","15:15:00",175,"non-stop",5769
"Multiple carriers","2019-03-06","Delhi","Cochin","12:50:00",490,"1 stop",7740
"Multiple carriers","2019-03-06","Delhi","Cochin","09:45:00",385,"1 stop",9646
"Jet Airways","2019-03-06","Delhi","Cochin","20:00:00",505,"2 stops",15318
"GoAir","2019-03-06","Delhi","Cochin","07:25:00",370,"1 stop",6976
"Multiple carriers","2019-03-06","Delhi","Cochin","04:55:00",460,"1 stop",11622
"Multiple carriers","2019-03-06","Delhi","Cochin","09:45:00",765,"1 stop",9646
"Multiple carriers","2019-03-06","Delhi","Cochin","13:15:00",555,"1 stop",9646
"Jet Airways","2019-03-06","Delhi","Cochin","19:45:00",520,"1 stop",14714
"IndiGo","2019-03-06","Delhi","Cochin","06:40:00",860,"1 stop",6093
"Jet Airways","2019-03-06","Delhi","Cochin","18:15:00",1485,"1 stop",10262
"Jet Airways","2019-03-06","Delhi","Cochin","19:15:00",550,"1 stop",10262
"IndiGo","2019-03-06","Banglore","Delhi","18:25:00",175,"non-stop",4823
"IndiGo","2019-03-06","Mumbai","Hyderabad","01:40:00",90,"non-stop",2754
"IndiGo","2019-03-06","Banglore","Delhi","06:05:00",165,"non-stop",3943
"Jet Airways","2019-03-06","Mumbai","Hyderabad","10:20:00",90,"non-stop",4995
"GoAir","2019-03-06","Delhi","Cochin","14:25:00",310,"1 stop",9069
"Jet Airways","2019-03-06","Banglore","Delhi","19:50:00",180,"non-stop",8016
"IndiGo","2019-03-06","Mumbai","Hyderabad","21:20:00",90,"non-stop",2227
"Multiple carriers","2019-03-06","Delhi","Cochin","08:45:00",615,"1 stop",12524
"Air India","2019-03-06","Delhi","Cochin","13:00:00",375,"1 stop",8372
"Multiple carriers","2019-03-06","Delhi","Cochin","17:50:00",460,"2 stops",18275
"Air India","2019-03-06","Delhi","Cochin","07:10:00",725,"2 stops",12698
"IndiGo","2019-03-06","Delhi","Cochin","05:35:00",195,"non-stop",5601
"SpiceJet","2019-03-06","Kolkata","Banglore","17:10:00",150,"non-stop",3841
"Jet Airways","2019-03-06","Banglore","Delhi","17:45:00",180,"non-stop",8016
"Air India","2019-03-06","Banglore","Delhi","10:00:00",165,"non-stop",6961
"IndiGo","2019-03-06","Kolkata","Banglore","14:25:00",150,"non-stop",5644
"SpiceJet","2019-03-06","Kolkata","Banglore","22:20:00",140,"non-stop",3873
"Jet Airways","2019-03-06","Mumbai","Hyderabad","07:05:00",85,"non-stop",4995
"Jet Airways","2019-03-06","Delhi","Cochin","20:55:00",940,"1 stop",10262
"Jet Airways","2019-03-06","Delhi","Cochin","15:00:00",805,"1 stop",14714
"Jet Airways","2019-03-06","Delhi","Cochin","08:00:00",660,"1 stop",10577
"Multiple carriers","2019-03-06","Delhi","Cochin","10:00:00",930,"1 stop",9508
"Jet Airways","2019-03-06","Banglore","Delhi","18:55:00",185,"non-stop",8016
"GoAir","2019-03-06","Delhi","Cochin","10:35:00",540,"1 stop",4959
"Jet Airways","2019-03-06","Delhi","Cochin","16:00:00",1620,"1 stop",10262
"Multiple carriers","2019-03-06","Delhi","Cochin","06:00:00",780,"1 stop",13259
"IndiGo","2019-03-06","Mumbai","Hyderabad","20:05:00",95,"non-stop",2227
"Multiple carriers","2019-03-06","Delhi","Cochin","11:40:00",455,"1 stop",9001
"IndiGo","2019-03-06","Delhi","Cochin","14:20:00",490,"1 stop",6938
"Air India","2019-03-06","Delhi","Cochin","16:40:00",1595,"2 stops",9968
"IndiGo","2019-03-06","Delhi","Cochin","16:00:00",570,"1 stop",6628
"Air Asia","2019-03-06","Banglore","Delhi","11:10:00",165,"non-stop",4483
"Jet Airways","2019-03-06","Banglore","Delhi","19:50:00",180,"non-stop",6478
"Jet Airways","2019-03-06","Delhi","Cochin","07:05:00",715,"1 stop",14924
"IndiGo","2019-03-06","Delhi","Cochin","06:50:00",940,"1 stop",7514
"Jet Airways","2019-03-06","Delhi","Cochin","11:30:00",1015,"1 stop",11627
"IndiGo","2019-03-06","Banglore","Delhi","08:30:00",170,"non-stop",4823
"Air India","2019-03-06","Delhi","Cochin","06:50:00",1490,"2 stops",13381
"Jet Airways","2019-03-06","Delhi","Cochin","21:25:00",1295,"2 stops",13292
"Jet Airways","2019-03-06","Delhi","Cochin","21:25:00",1295,"2 stops",11507
"IndiGo","2019-03-06","Kolkata","Banglore","15:30:00",155,"non-stop",4804
"SpiceJet","2019-03-06","Chennai","Kolkata","08:20:00",135,"non-stop",3597
"Jet Airways","2019-03-06","Delhi","Cochin","09:35:00",1620,"2 stops",13292
"SpiceJet","2019-03-06","Banglore","Delhi","21:10:00",175,"non-stop",3311
"Multiple carriers","2019-03-06","Delhi","Cochin","08:00:00",780,"1 stop",13797
"Air India","2019-03-06","Delhi","Cochin","17:40:00",955,"1 stop",7258
"Jet Airways","2019-03-06","Delhi","Cochin","16:00:00",1620,"1 stop",14714
"GoAir","2019-03-06","Banglore","Delhi","11:40:00",170,"non-stop",3898
"Vistara","2019-03-06","Banglore","Delhi","17:00:00",155,"non-stop",4878
"Air India","2019-03-06","Delhi","Cochin","12:00:00",435,"2 stops",8603
"Air India","2019-03-06","Delhi","Cochin","22:00:00",1275,"2 stops",10231
"Multiple carriers","2019-03-06","Delhi","Cochin","08:30:00",630,"1 stop",11200
"IndiGo","2019-03-06","Chennai","Kolkata","19:35:00",140,"non-stop",3597
"Air India","2019-03-06","Delhi","Cochin","10:55:00",500,"2 stops",12173
"Multiple carriers","2019-03-06","Delhi","Cochin","13:00:00",375,"1 stop",14848
"SpiceJet","2019-03-06","Mumbai","Hyderabad","13:15:00",90,"non-stop",1965
"Multiple carriers","2019-03-06","Delhi","Cochin","14:55:00",455,"1 stop",7038
"Jet Airways","2019-03-06","Banglore","Delhi","11:10:00",175,"non-stop",5769
"Multiple carriers","2019-03-06","Delhi","Cochin","06:00:00",795,"1 stop",9736
"SpiceJet","2019-03-06","Chennai","Kolkata","17:45:00",140,"non-stop",3597
"Multiple carriers","2019-03-06","Delhi","Cochin","18:15:00",435,"1 stop",13377
"Air India","2019-03-06","Banglore","Delhi","13:20:00",170,"non-stop",6961
"Jet Airways","2019-03-06","Delhi","Cochin","11:30:00",1505,"1 stop",10262
"Multiple carriers","2019-03-06","Delhi","Cochin","09:00:00",600,"1 stop",13714
"IndiGo","2019-03-06","Delhi","Cochin","17:10:00",500,"1 stop",6104
"Jet Airways","2019-03-06","Mumbai","Hyderabad","02:55:00",85,"non-stop",4050
"IndiGo","2019-03-06","Delhi","Cochin","17:05:00",320,"1 stop",6493
"SpiceJet","2019-03-06","Mumbai","Hyderabad","22:45:00",90,"non-stop",2017
"Jet Airways","2019-03-06","Delhi","Cochin","19:15:00",1425,"1 stop",14714
"Jet Airways","2019-03-06","Mumbai","Hyderabad","19:35:00",90,"non-stop",3210
"Jet Airways","2019-03-06","Mumbai","Hyderabad","07:05:00",85,"non-stop",8040
"Air India","2019-03-06","Delhi","Cochin","18:30:00",1485,"2 stops",12488
"SpiceJet","2019-03-06","Banglore","Delhi","09:30:00",170,"non-stop",3919
"IndiGo","2019-03-06","Mumbai","Hyderabad","19:05:00",90,"non-stop",2754
"IndiGo","2019-03-06","Delhi","Cochin","05:05:00",665,"1 stop",6818
"IndiGo","2019-03-06","Delhi","Cochin","14:25:00",195,"non-stop",6015
"IndiGo","2019-03-06","Delhi","Cochin","07:35:00",275,"1 stop",6069
"IndiGo","2019-03-06","Kolkata","Banglore","22:15:00",155,"non-stop",4804
"Jet Airways","2019-03-06","Delhi","Cochin","10:00:00",540,"1 stop",10262
"Jet Airways","2019-03-06","Delhi","Cochin","17:30:00",1530,"1 stop",14714
"Multiple carriers","2019-03-06","Delhi","Cochin","10:35:00",505,"1 stop",10877
"Air India","2019-03-06","Delhi","Cochin","13:20:00",1100,"2 stops",11911
"Multiple carriers","2019-03-06","Delhi","Cochin","11:25:00",470,"1 stop",7354
"IndiGo","2019-03-06","Delhi","Cochin","08:35:00",835,"1 stop",6442
